line_id,osm_id,seq
726,42430898,8
726,42434148,9
726,42439006,10
726,42432548,11
727,42453468,1
727,42453472,2
727,42436159,3
727,42435596,4
727,42435610,5
727,4205565533,6
727,42427426,7
727,42430277,8
727,42428223,9
727,42446701,10
727,42445365,11
727,561042197,12
727,42432548,13
728,42453468,1
728,42453472,2
728,42436159,3
728,42435596,4
728,42435610,5
728,4205565533,6
728,42434810,7
728,7167585627,8
728,3799572065,9
728,42439960,10
728,42430320,11
728,42432436,12
728,8937823540,13
728,42432548,14
729,42453468,1
729,42436384,2
729,42431517,3
729,42439335,4
729,4202908173,5
729,42445498,6
729,1918039864,7
729,4886404633,8
729,42432071,9
729,3783071112,10
729,42437354,11
729,4492779804,12
729,42452936,13
730,42453468,1
730,42436384,2
730,42431517,3
730,1692433935,4
730,42456205,5
730,42428468,6
730,42434140,7
730,42430898,8
730,42436942,9
730,42446552,10
730,42436947,11
730,42431482,12
730,42452936,13
731,42453468,1
731,42436384,2
731,42457728,3
731,42432194,4
731,42430253,5
731,42449333,6
731,4597668026,7
731,42437529,8
731,1692450029,9
731,4298764915,10
731,6331080434,11
731,42432548,12
732,42453468,1
732,42436384,2
732,42431517,3
732,1692433935,4
732,42456205,5
732,42428476,6
732,42440721,7
732,42449890,8
732,42437287,9
732,4015192894,10
732,1632878994,11
732,42432548,12
733,42453468,1
733,42436384,2
733,42457728,3
733,42432194,4
733,42430253,5
733,42449333,6
733,4597668026,7
733,42437529,8
733,1692450029,9
733,5278266721,10
733,42442902,11
733,42453187,12
733,42432548,13
734,42453468,1
734,42436384,2
734,42457728,3
734,42432194,4
734,42430253,5
734,42449333,6
734,4597668026,7
734,42437529,8
734,1692450029,9
734,4298764915,10
734,5137978709,11
734,5481972125,12
734,42452936,13
735,42453468,1
735,42436384,2
735,42457728,3
735,42432194,4
735,42430253,5
735,42449333,6
735,4597668026,7
735,42437529,8
735,1692450029,9
735,4298764915,10
735,5137978709,11
735,5145531517,12
735,42432548,13
736,42453468,1
736,42436384,2
736,42457728,3
736,42432194,4
736,42430253,5
736,42449333,6
736,4597668026,7
736,42437529,8
736,1692450029,9
736,4298764915,10
736,7137281963,11
736,42457940,12
736,42432548,13
737,42453468,1
737,42436384,2
737,42457728,3
737,42432194,4
737,42430253,5
737,42449333,6
737,42428192,7
737,42429876,8
737,42446270,9
737,42449928,10
737,4207683804,11
737,3948577931,12
737,42432548,13
738,42453468,1
738,42436384,2
738,42457728,3
738,42432194,4
738,42430253,5
738,42449333,6
738,42428192,7
738,42429876,8
738,42446270,9
738,42449928,10
738,42453999,11
738,42453008,12
738,42450809,13
738,42432548,14
739,42453472,1
739,42452008,2
739,246857084,3
739,4207143435,4
739,4207143422,5
739,246858445,6
739,42445291,7
739,42445286,8
739,6859615817,9
739,42433718,10
739,246858654,11
739,42444353,12
739,42452936,13
740,42453472,1
740,42452008,2
740,246857084,3
740,4207143435,4
740,4207143422,5
740,246858445,6
740,42445291,7
740,42445286,8
740,889298452,9
740,42452936,10
741,42453472,1
741,42452008,2
741,246857084,3
741,4207143435,4
741,4207143422,5
741,246858445,6
741,42445291,7
741,42445286,8
741,6859615817,9
741,42433718,10
741,246858654,11
741,279151954,12
741,42452936,13
742,42453472,1
742,42452008,2
742,246857084,3
742,4207143435,4
742,4207143422,5
742,246858445,6
742,42445291,7
742,42445286,8
742,6859615817,9
742,42436181,10
742,42452936,11
743,42453472,1
743,42452008,2
743,246857084,3
743,4207143435,4
743,4207143422,5
743,246858445,6
743,42445291,7
743,1431790465,8
743,6552385860,9
743,42452936,10
744,42453472,1
744,42452008,2
744,246857084,3
744,4207143435,4
744,4207143422,5
744,5812723035,6
744,42431614,7
744,42453952,8
744,42428377,9
744,42429354,10
744,42452700,11
744,42452936,12
745,42453472,1
745,42452008,2
745,246857084,3
745,4207143435,4
745,4207143422,5
745,5812723035,6
745,42431614,7
745,42453952,8
745,42428377,9
745,42429354,10
745,42440356,11
745,42452936,12
746,42453472,1
746,42452008,2
746,246857084,3
746,4207143435,4
746,4207143422,5
746,5812723035,6
746,42431614,7
746,42453952,8
746,42428377,9
746,42429354,10
746,42457292,11
746,42452936,12
747,42453472,1
747,42452008,2
747,246857084,3
747,4207143435,4
747,4207143422,5
747,5812723035,6
747,42431614,7
747,42453952,8
747,1538237434,9
747,4158673495,10
747,42438476,11
747,42452936,12
748,42453472,1
748,42452008,2
748,246857084,3
748,4207143435,4
748,4207143422,5
748,5812723035,6
748,42431614,7
748,2821304137,8
748,42455588,9
748,42444277,10
748,42452936,11
749,42453472,1
749,42452008,2
749,246857084,3
749,42436359,4
749,42423456,5
749,42433573,6
749,42428425,7
749,42445466,8
749,530286753,9
749,4121409402,10
749,42452936,11
750,42453472,1
750,593816391,2
750,246580346,3
750,246579753,4
750,246580797,5
750,4207978500,6
750,247084436,7
750,4215936934,8
750,6928075146,9
750,42432548,10
751,42453472,1
751,42452008,2
751,246857084,3
751,42436359,4
751,42423456,5
751,42433573,6
751,42428425,7
751,7132405535,8
751,42435910,9
751,42437135,10
751,42437466,11
751,42452936,12
752,42453472,1
752,42436400,2
752,42431789,3
752,1692433935,4
752,4202908173,5
752,42442269,6
752,42427319,7
752,42452056,8
752,42432111,9
752,42452936,10
753,42453472,1
753,593816391,2
753,246580346,3
753,246579753,4
753,42430594,5
753,42434821,6
753,2703228467,7
753,42437663,8
753,42444985,9
753,42432548,10
754,42453472,1
754,593816391,2
754,246580346,3
754,246579753,4
754,246580797,5
754,4207978500,6
754,593915303,7
754,593839894,8
754,42446504,9
754,42432706,10
754,42432548,11
755,42453472,1
755,42436400,2
755,42431789,3
755,1692433935,4
755,4202908173,5
755,42442269,6
755,42427319,7
755,4202950100,8
755,7480410410,9
755,42445617,10
755,42452936,11
756,42453472,1
756,42436400,2
756,42431789,3
756,1692433935,4
756,4202908173,5
756,42442269,6
756,42430038,7
756,42437113,8
756,42432060,9
756,42452936,10
757,42453472,1
757,42436159,2
757,42435596,3
757,42435610,4
757,4205565533,5
757,42434810,6
757,7167585627,7
757,3799572065,8
757,42437654,9
757,42432548,10
758,42453472,1
758,593816391,2
758,246580346,3
758,246579753,4
758,42430594,5
758,42434821,6
758,42446668,7
758,427842134,8
758,42437368,9
758,42445020,10
758,42432548,11
759,42453472,1
759,593816391,2
759,246580346,3
759,246579753,4
759,246580797,5
759,4207978500,6
759,247084436,7
759,4207932666,8
759,42430691,9
759,42432598,10
759,42450434,11
759,3551756586,12
760,42453472,1
760,42436400,2
760,42431789,3
760,1692433935,4
760,4202908173,5
760,42445498,6
760,1918039864,7
760,4886404633,8
760,8841425139,9
760,42452936,10
761,42453472,1
761,42436159,2
761,42435596,3
761,42435610,4
761,4205565533,5
761,42427426,6
761,42430277,7
761,42430292,8
761,42430311,9
761,42432548,10
762,42453472,1
762,42436159,2
762,42435596,3
762,42435610,4
762,4205565533,5
762,42434810,6
762,7167585627,7
762,42435646,8
762,42435660,9
762,42428287,10
762,42432548,11
763,42453472,1
763,593816391,2
763,246580346,3
763,246579753,4
763,42430594,5
763,42434821,6
763,42446668,7
763,427842134,8
763,42437368,9
763,42435671,10
763,42432589,11
763,42432548,12
764,42453472,1
764,42436400,2
764,42431789,3
764,1692433935,4
764,4202908173,5
764,42442269,6
764,42430038,7
764,42437113,8
764,4215624276,9
764,3630219668,10
764,42427346,11
764,42452936,12
765,42453472,1
765,42436400,2
765,42431789,3
765,1692433935,4
765,42456205,5
765,42428468,6
765,42434140,7
765,42430898,8
765,42436942,9
765,8838881844,10
765,42432548,11
766,42453472,1
766,42436400,2
766,42457728,3
766,42432194,4
766,42430253,5
766,42449333,6
766,4597668026,7
766,42437529,8
766,4115878744,9
766,42432548,10
767,42453472,1
767,42436159,2
767,42435596,3
767,42435610,4
767,4205565533,5
767,42427426,6
767,42430277,7
767,42428223,8
767,42427786,9
767,42456568,10
767,42432548,11
768,42453472,1
768,42436159,2
768,42435596,3
768,42435610,4
768,4205565533,5
768,42427426,6
768,42430277,7
768,42428223,8
768,42446701,9
768,42433604,10
768,42432548,11
769,42453472,1
769,42436159,2
769,42435596,3
769,42435610,4
769,4205565533,5
769,42434810,6
769,7167585627,7
769,3799572065,8
769,42439960,9
769,42430320,10
769,42430342,11
769,42432548,12
770,42453472,1
770,593816391,2
770,246580346,3
770,246579753,4
770,246580797,5
770,4207978500,6
770,247084436,7
770,4207932666,8
770,42430691,9
770,42432598,10
770,42440163,11
770,42435702,12
770,42435714,13
770,3551756586,14
771,42453472,1
771,42436400,2
771,42431789,3
771,1692433935,4
771,4202908173,5
771,42442269,6
771,42430038,7
771,42437113,8
771,4215624276,9
771,3630219668,10
771,42435541,11
771,42429814,12
771,42452936,13
772,42453472,1
772,42436400,2
772,42431789,3
772,1692433935,4
772,4202908173,5
772,42445498,6
772,1918039864,7
772,4886404633,8
772,42432071,9
772,3783071112,10
772,42437118,11
772,42452936,12
773,42453472,1
773,42436400,2
773,42431789,3
773,1692433935,4
773,42456205,5
773,42428468,6
773,42434140,7
773,42430898,8
773,42434148,9
773,42430924,10
773,42452936,11
774,42453472,1
774,42436400,2
774,42431789,3
774,1692433935,4
774,42456205,5
774,42428468,6
774,42434140,7
774,42430898,8
774,42434148,9
774,42439006,10
774,42432548,11
775,42453472,1
775,42436159,2
775,42435596,3
775,42435610,4
775,4205565533,5
775,42427426,6
775,42430277,7
775,42428223,8
775,42446701,9
775,42445365,10
775,561042197,11
775,42432548,12
776,42453472,1
776,42436400,2
776,42431789,3
776,1692433935,4
776,4202908173,5
776,42445498,6
776,1918039864,7
776,4886404633,8
776,42432071,9
776,3783071112,10
776,42437354,11
776,4492779804,12
776,42452936,13
777,42453472,1
777,42436400,2
777,42431789,3
777,1692433935,4
777,42456205,5
777,42428468,6
777,42434140,7
777,42430898,8
777,42436942,9
777,42446552,10
777,42436947,11
777,42431482,12
777,42452936,13
778,42453472,1
778,42436400,2
778,42457728,3
778,42432194,4
778,42430253,5
778,42449333,6
778,4597668026,7
778,42437529,8
778,1692450029,9
778,4298764915,10
778,6331080434,11
778,42432548,12
779,42453472,1
779,42436400,2
779,42431789,3
779,1692433935,4
779,42456205,5
779,42428476,6
779,42440721,7
779,42449890,8
779,42437287,9
779,4015192894,10
779,1632878994,11
779,42432548,12
780,42453472,1
780,42436400,2
780,42457728,3
780,42432194,4
780,42430253,5
780,42449333,6
780,4597668026,7
780,42437529,8
780,1692450029,9
780,5278266721,10
780,42442902,11
780,42453187,12
780,42432548,13
781,42453472,1
781,42436159,2
781,42435596,3
781,42435610,4
781,4205565533,5
781,42434810,6
781,7167585627,7
781,3799572065,8
781,42439960,9
781,42430320,10
781,42432436,11
781,8937823540,12
781,3786902260,13
781,42432548,14
782,42453472,1
782,42436400,2
782,42457728,3
782,42432194,4
782,42430253,5
782,42449333,6
782,4597668026,7
782,42437529,8
782,1692450029,9
782,4298764915,10
782,5137978709,11
782,5481972125,12
782,42452936,13
783,42453472,1
783,42436400,2
783,42457728,3
783,42432194,4
783,42430253,5
783,42449333,6
783,4597668026,7
783,42437529,8
783,1692450029,9
783,4298764915,10
783,5137978709,11
783,5145531517,12
783,42432548,13
784,42453472,1
784,42436400,2
784,42457728,3
784,42432194,4
784,42430253,5
784,42449333,6
784,4597668026,7
784,42437529,8
784,1692450029,9
784,4298764915,10
784,7137281963,11
784,42457940,12
784,42432548,13
785,42453472,1
785,42436400,2
785,42457728,3
785,42432194,4
785,42430253,5
785,42449333,6
785,42428192,7
785,42429876,8
785,42446270,9
785,42449928,10
785,4207683804,11
785,3948577931,12
785,42432548,13
786,42453472,1
786,42436159,2
786,42435596,3
786,42435610,4
786,4205565533,5
786,42427426,6
786,42430277,7
786,42428223,8
786,42446701,9
786,42445365,10
786,8842216739,11
786,4202958490,12
786,42434087,13
786,42432548,14
787,42453472,1
787,42436400,2
787,42457728,3
787,42432194,4
787,42430253,5
787,42449333,6
787,42428192,7
787,42429876,8
787,42446270,9
787,42449928,10
787,42453999,11
787,42453008,12
787,42450809,13
787,42432548,14
788,593816391,1
788,42453472,2
788,42452008,3
788,246857084,4
788,4207143435,5
788,4207143422,6
788,246858445,7
788,42445291,8
788,42445286,9
788,889298452,10
788,42452936,11
789,593816391,1
789,42453472,2
789,42452008,3
789,246857084,4
789,4207143435,5
789,4207143422,6
789,246858445,7
789,42445291,8
789,42445286,9
789,6859615817,10
789,42436181,11
789,42452936,12
790,593816391,1
790,42453472,2
790,42452008,3
790,246857084,4
790,4207143435,5
790,4207143422,6
790,5812723035,7
790,42431614,8
790,4754091366,9
790,42452936,10
791,593816391,1
791,42453472,2
791,42452008,3
791,246857084,4
791,4207143435,5
791,4207143422,6
791,5812723035,7
791,42431614,8
791,42453952,9
791,42428377,10
791,42429354,11
791,42440356,12
791,42452936,13
792,593816391,1
792,42453472,2
792,42452008,3
792,246857084,4
792,4207143435,5
792,4207143422,6
792,5812723035,7
792,42431614,8
792,42453952,9
792,42428377,10
792,42429354,11
792,42457292,12
792,42452936,13
793,593816391,1
793,42453472,2
793,42452008,3
793,246857084,4
793,4207143435,5
793,4207143422,6
793,5812723035,7
793,42431614,8
793,42453952,9
793,1538237434,10
793,4158673495,11
793,42438476,12
793,42452936,13
794,593816391,1
794,42453472,2
794,42452008,3
794,246857084,4
794,4207143435,5
794,4207143422,6
794,5812723035,7
794,42431614,8
794,2821304137,9
794,42455588,10
794,42444277,11
794,42452936,12
795,593816391,1
795,42453472,2
795,42452008,3
795,246857084,4
795,42436359,5
795,42423456,6
795,42433573,7
795,42428425,8
795,42445466,9
795,530286753,10
795,4121409402,11
795,42452936,12
796,593816391,1
796,42453472,2
796,42436400,3
796,42431789,4
796,1692433935,5
796,4202908173,6
796,42442269,7
796,42427319,8
796,42452056,9
796,42432111,10
796,42452936,11
797,593816391,1
797,246580346,2
797,246579753,3
797,246580797,4
797,4207978500,5
797,593915303,6
797,593839894,7
797,42446504,8
797,42432706,9
797,42432548,10
798,593816391,1
798,246580346,2
798,246579753,3
798,246580797,4
798,4207978500,5
798,247084436,6
798,4215936934,7
798,62915527,8
798,4215913810,9
798,42430713,10
798,3551756586,11
799,593816391,1
799,42453472,2
799,42436400,3
799,42431789,4
799,1692433935,5
799,4202908173,6
799,42442269,7
799,42427319,8
799,4202950100,9
799,7480410410,10
799,42445617,11
799,42452936,12
800,593816391,1
800,42453472,2
800,42436400,3
800,42431789,4
800,1692433935,5
800,4202908173,6
800,42442269,7
800,42430038,8
800,42437113,9
800,42432060,10
800,42452936,11
801,593816391,1
801,42453472,2
801,42436400,3
801,42431789,4
801,1692433935,5
801,4202908173,6
801,42445498,7
801,1918039864,8
801,42442848,9
801,42452936,10
802,593816391,1
802,246580346,2
802,246579753,3
802,42430594,4
802,42434821,5
802,2703228467,6
802,7167585627,7
802,3799572065,8
802,42437654,9
802,42432548,10
803,593816391,1
803,246580346,2
803,246579753,3
803,42430594,4
803,42434821,5
803,42446668,6
803,427842134,7
803,42437368,8
803,42445020,9
803,42432548,10
804,593816391,1
804,246580346,2
804,246579753,3
804,246580797,4
804,4207978500,5
804,247084436,6
804,4207932666,7
804,42430691,8
804,42432598,9
804,42450434,10
804,3551756586,11
805,593816391,1
805,246580346,2
805,246579753,3
805,246580797,4
805,4207978500,5
805,247084436,6
805,4215936934,7
805,62915527,8
805,62915521,9
805,42430739,10
805,2061592973,11
805,3551756586,12
806,593816391,1
806,42453472,2
806,42436400,3
806,42431789,4
806,1692433935,5
806,4202908173,6
806,42445498,7
806,1918039864,8
806,4886404633,9
806,8841425139,10
806,42452936,11
807,593816391,1
807,402480678,2
807,42454381,3
807,8913108827,4
807,4205565533,5
807,42427426,6
807,42430277,7
807,42430292,8
807,42430311,9
807,42432548,10
808,593816391,1
808,246580346,2
808,246579753,3
808,42430594,4
808,42434821,5
808,2703228467,6
808,7167585627,7
808,42435646,8
808,42435660,9
808,42428287,10
808,42432548,11
809,593816391,1
809,246580346,2
809,246579753,3
809,42430594,4
809,42434821,5
809,42446668,6
809,427842134,7
809,42437368,8
809,42435671,9
809,42432589,10
809,42432548,11
810,593816391,1
810,246580346,2
810,246579753,3
810,246580797,4
810,4207978500,5
810,247084436,6
810,4207932666,7
810,42430691,8
810,42432598,9
810,42440163,10
810,4207837425,11
810,3551756586,12
811,593816391,1
811,42453472,2
811,42436400,3
811,42431789,4
811,1692433935,5
811,4202908173,6
811,42442269,7
811,42430038,8
811,42437113,9
811,4215624276,10
811,3630219668,11
811,42427346,12
811,42452936,13
812,593816391,1
812,42436149,2
812,42440940,3
812,7956044490,4
812,42430253,5
812,42449333,6
812,42440721,7
812,42449890,8
812,42436942,9
812,8838881844,10
812,42432548,11
813,593816391,1
813,42436149,2
813,42440940,3
813,7956044490,4
813,42430253,5
813,42449333,6
813,4597668026,7
813,42437529,8
813,4115878744,9
813,42432548,10
814,593816391,1
814,402480678,2
814,42454381,3
814,8913108827,4
814,4205565533,5
814,42427426,6
814,42430277,7
814,42428223,8
814,42427786,9
814,42456568,10
814,42432548,11
815,593816391,1
815,402480678,2
815,42454381,3
815,8913108827,4
815,4205565533,5
815,42427426,6
815,42430277,7
815,42428223,8
815,42446701,9
815,42433604,10
815,42432548,11
816,593816391,1
816,246580346,2
816,246579753,3
816,42430594,4
816,42434821,5
816,2703228467,6
816,7167585627,7
816,3799572065,8
816,42439960,9
816,42430320,10
816,42430342,11
816,42432548,12
817,593816391,1
817,246580346,2
817,246579753,3
817,42430594,4
817,42434821,5
817,42446668,6
817,427842134,7
817,42437368,8
817,42435671,9
817,5475605303,10
817,5475605302,11
817,42432548,12
818,593816391,1
818,246580346,2
818,246579753,3
818,246580797,4
818,4207978500,5
818,247084436,6
818,4207932666,7
818,42430691,8
818,42432598,9
818,42440163,10
818,42435702,11
818,42435714,12
818,3551756586,13
819,593816391,1
819,42453472,2
819,42436400,3
819,42431789,4
819,1692433935,5
819,4202908173,6
819,42442269,7
819,42430038,8
819,42437113,9
819,4215624276,10
819,3630219668,11
819,42435541,12
819,42429814,13
819,42452936,14
820,593816391,1
820,42453472,2
820,42436400,3
820,42431789,4
820,1692433935,5
820,4202908173,6
820,42445498,7
820,1918039864,8
820,4886404633,9
820,42432071,10
820,3783071112,11
820,42437118,12
820,42452936,13
821,593816391,1
821,42453472,2
821,42436400,3
821,42431789,4
821,1692433935,5
821,4202908173,6
821,42445498,7
821,1918039864,8
821,4886404633,9
821,42437343,10
821,42453177,11
821,42434233,12
821,42452936,13
822,593816391,1
822,42453472,2
822,42436400,3
822,42431789,4
822,1692433935,5
822,42456205,6
822,42428468,7
822,42434140,8
822,42430898,9
822,42434148,10
822,42430924,11
822,42452936,12
823,593816391,1
823,42453472,2
823,42436400,3
823,42431789,4
823,1692433935,5
823,42456205,6
823,42428468,7
823,42434140,8
823,42430898,9
823,42434148,10
823,42439006,11
823,42432548,12
824,593816391,1
824,402480678,2
824,42454381,3
824,8913108827,4
824,4205565533,5
824,42427426,6
824,42430277,7
824,42428223,8
824,42446701,9
824,42445365,10
824,561042197,11
824,42432548,12
825,593816391,1
825,246580346,2
825,246579753,3
825,246580797,4
825,4207978500,5
825,247084436,6
825,4207932666,7
825,42430691,8
825,42432598,9
825,42440163,10
825,42435702,11
825,42428315,12
825,42423674,13
825,3551756586,14
826,593816391,1
826,42453472,2
826,42436400,3
826,42431789,4
826,1692433935,5
826,4202908173,6
826,42445498,7
826,1918039864,8
826,4886404633,9
826,42432071,10
826,3783071112,11
826,42437354,12
826,4492779804,13
826,42452936,14
827,593816391,1
827,42453472,2
827,42436400,3
827,42431789,4
827,1692433935,5
827,4202908173,6
827,42445498,7
827,1918039864,8
827,4886404633,9
827,42432071,10
827,3783071112,11
827,42437354,12
827,42444837,13
827,42452936,14
828,593816391,1
828,42453472,2
828,42436400,3
828,42431789,4
828,1692433935,5
828,4202908173,6
828,42445498,7
828,1918039864,8
828,4886404633,9
828,42432071,10
828,3783071112,11
828,42437354,12
828,42449038,13
828,42452936,14
829,593816391,1
829,42436149,2
829,42440940,3
829,7956044490,4
829,42430253,5
829,42449333,6
829,42440721,7
829,42449890,8
829,42436942,9
829,42446552,10
829,42436947,11
829,42431482,12
829,42452936,13
830,593816391,1
830,42436149,2
830,42440940,3
830,7956044490,4
830,42430253,5
830,42449333,6
830,4597668026,7
830,42437529,8
830,1692450029,9
830,4298764915,10
830,6331080434,11
830,42432548,12
831,593816391,1
831,42436149,2
831,42440940,3
831,7956044490,4
831,42430253,5
831,42449333,6
831,42440721,7
831,42449890,8
831,42437287,9
831,4015192894,10
831,1632878994,11
831,42432548,12
832,593816391,1
832,42436149,2
832,42440940,3
832,7956044490,4
832,42430253,5
832,42449333,6
832,4597668026,7
832,42437529,8
832,1692450029,9
832,5278266721,10
832,42442902,11
832,42453187,12
832,42432548,13
833,593816391,1
833,246580346,2
833,246579753,3
833,42430594,4
833,42434821,5
833,42446668,6
833,427842134,7
833,42437368,8
833,42435671,9
833,5475605303,10
833,42430350,11
833,42432580,12
833,42450426,13
833,3551756586,14
834,593816391,1
834,42436149,2
834,42440940,3
834,7956044490,4
834,42430253,5
834,42449333,6
834,42440721,7
834,42449890,8
834,42436942,9
834,42446552,10
834,42436947,11
834,42421837,12
834,42430945,13
834,42452936,14
835,593816391,1
835,42436149,2
835,42440940,3
835,7956044490,4
835,42430253,5
835,42449333,6
835,4597668026,7
835,42437529,8
835,1692450029,9
835,4298764915,10
835,5137978709,11
835,5481972125,12
835,42452936,13
836,593816391,1
836,42436149,2
836,42440940,3
836,7956044490,4
836,42430253,5
836,42449333,6
836,4597668026,7
836,42437529,8
836,1692450029,9
836,4298764915,10
836,5137978709,11
836,5145531517,12
836,42432548,13
837,593816391,1
837,42436149,2
837,42440940,3
837,7956044490,4
837,42430253,5
837,42449333,6
837,4597668026,7
837,42437529,8
837,1692450029,9
837,4298764915,10
837,7137281963,11
837,42457940,12
837,42432548,13
838,593816391,1
838,42436149,2
838,42440940,3
838,7956044490,4
838,42430253,5
838,42449333,6
838,42428192,7
838,42429876,8
838,42446270,9
838,42449928,10
838,4207683804,11
838,3948577931,12
838,42432548,13
839,593816391,1
839,42436149,2
839,42440940,3
839,7956044490,4
839,42430253,5
839,42449333,6
839,42428192,7
839,42429876,8
839,42446270,9
839,42449928,10
839,42453999,11
839,42453008,12
839,42450809,13
839,42432548,14
840,402480678,1
840,593816391,2
840,42453472,3
840,42452008,4
840,246857084,5
840,4207143435,6
840,4207143422,7
840,246858445,8
840,42445291,9
840,42445286,10
840,889298452,11
840,42452936,12
841,402480678,1
841,593816391,2
841,42453472,3
841,42452008,4
841,246857084,5
841,4207143435,6
841,4207143422,7
841,246858445,8
841,42445291,9
841,42445286,10
841,6859615817,11
841,42436181,12
841,42452936,13
842,402480678,1
842,593816391,2
842,42453472,3
842,42452008,4
842,246857084,5
842,4207143435,6
842,4207143422,7
842,5812723035,8
842,4207143416,9
842,42452936,10
843,402480678,1
843,593816391,2
843,42453472,3
843,42452008,4
843,246857084,5
843,4207143435,6
843,4207143422,7
843,246858445,8
843,4207143417,9
843,42452936,10
844,402480678,1
844,593816391,2
844,42453472,3
844,42452008,4
844,246857084,5
844,4207143435,6
844,4207143422,7
844,5812723035,8
844,42431614,9
844,4754091366,10
844,42452936,11
845,402480678,1
845,593816391,2
845,42453472,3
845,42452008,4
845,246857084,5
845,4207143435,6
845,4207143422,7
845,5812723035,8
845,4207150079,9
845,42452936,10
846,402480678,1
846,593816391,2
846,42453472,3
846,42452008,4
846,246857084,5
846,4207143435,6
846,4207143422,7
846,5812723035,8
846,42431614,9
846,42453952,10
846,42428377,11
846,42429354,12
846,42440356,13
846,42452936,14
847,402480678,1
847,593816391,2
847,42453472,3
847,42452008,4
847,246857084,5
847,4207143435,6
847,4207143422,7
847,5812723035,8
847,42431614,9
847,42453952,10
847,42428377,11
847,42429354,12
847,42457292,13
847,42452936,14
848,402480678,1
848,593816391,2
848,42453472,3
848,42452008,4
848,246857084,5
848,4207143435,6
848,4207143422,7
848,5812723035,8
848,42431614,9
848,42453952,10
848,1538237434,11
848,4158673495,12
848,42438476,13
848,42452936,14
849,402480678,1
849,593816391,2
849,42453472,3
849,42452008,4
849,246857084,5
849,4207143435,6
849,4207143422,7
849,5812723035,8
849,42431614,9
849,2821304137,10
849,42455588,11
849,42444277,12
849,42452936,13
850,402480678,1
850,593816391,2
850,42453472,3
850,42452008,4
850,246857084,5
850,42436359,6
850,42423456,7
850,42433573,8
850,42432161,9
850,42452936,10
851,402480678,1
851,593816391,2
851,42453472,3
851,42452008,4
851,246857084,5
851,42436359,6
851,42423456,7
851,42433573,8
851,42428425,9
851,42445466,10
851,530286753,11
851,4121409402,12
851,42452936,13
852,402480678,1
852,593816391,2
852,42453472,3
852,42436400,4
852,42431789,5
852,1692433935,6
852,4202908173,7
852,42442269,8
852,42427319,9
852,42452056,10
852,42432111,11
852,42452936,12
853,402480678,1
853,593816391,2
853,42453472,3
853,42436400,4
853,42431789,5
853,1692433935,6
853,4202908173,7
853,42445498,8
853,1918039864,9
853,42452936,10
854,402480678,1
854,246580346,2
854,246579753,3
854,246580797,4
854,4207978500,5
854,593915303,6
854,593839894,7
854,42446504,8
854,42432706,9
854,42432548,10
855,402480678,1
855,246580346,2
855,246579753,3
855,246580797,4
855,4207978500,5
855,247084436,6
855,4215936934,7
855,62915527,8
855,4215913810,9
855,42430713,10
855,3551756586,11
856,402480678,1
856,593816391,2
856,42453472,3
856,42436400,4
856,42431789,5
856,1692433935,6
856,4202908173,7
856,42442269,8
856,42427319,9
856,4202950100,10
856,7480410410,11
856,4487582556,12
856,42452936,13
857,402480678,1
857,593816391,2
857,42453472,3
857,42436400,4
857,42431789,5
857,1692433935,6
857,4202908173,7
857,42442269,8
857,42427319,9
857,4202950100,10
857,7480410410,11
857,42445617,12
857,42452936,13
858,402480678,1
858,593816391,2
858,42453472,3
858,42436400,4
858,42431789,5
858,1692433935,6
858,4202908173,7
858,42442269,8
858,42430038,9
858,42437113,10
858,4215624276,11
858,42452936,12
859,402480678,1
859,42436159,2
859,42440940,3
859,42457728,4
859,42432194,5
859,42433354,6
859,42428468,7
859,42431168,8
859,4886404633,9
859,42432060,10
859,42452936,11
860,402480678,1
860,42436159,2
860,42440940,3
860,42457728,4
860,42432194,5
860,42433354,6
860,42428468,7
860,42431168,8
860,42442848,9
860,42452936,10
861,402480678,1
861,246580346,2
861,246579753,3
861,42430594,4
861,42434821,5
861,42446668,6
861,427842134,7
861,42437368,8
861,42445020,9
861,42432548,10
862,402480678,1
862,246580346,2
862,246579753,3
862,246580797,4
862,4207978500,5
862,247084436,6
862,4207932666,7
862,42430691,8
862,42432598,9
862,42450434,10
862,3551756586,11
863,402480678,1
863,246580346,2
863,246579753,3
863,246580797,4
863,4207978500,5
863,247084436,6
863,4215936934,7
863,62915527,8
863,62915521,9
863,42430739,10
863,2061592973,11
863,3551756586,12
864,402480678,1
864,42436159,2
864,42440940,3
864,42457728,4
864,42432194,5
864,42433354,6
864,42428468,7
864,42431168,8
864,4886404633,9
864,8841425139,10
864,42452936,11
865,402480678,1
865,42454381,2
865,8913108827,3
865,42444933,4
865,2703228467,5
865,7167585627,6
865,42435646,7
865,42435660,8
865,42428287,9
865,42432548,10
866,402480678,1
866,246580346,2
866,246579753,3
866,42430594,4
866,42434821,5
866,42446668,6
866,427842134,7
866,42437368,8
866,42435671,9
866,42432589,10
866,42432548,11
867,402480678,1
867,246580346,2
867,246579753,3
867,246580797,4
867,4207978500,5
867,247084436,6
867,4207932666,7
867,42430691,8
867,42432598,9
867,42440163,10
867,4207837425,11
867,3551756586,12
868,402480678,1
868,42436159,2
868,42440940,3
868,42457728,4
868,42432194,5
868,42433354,6
868,42428468,7
868,42431168,8
868,4886404633,9
868,42432071,10
868,3630219668,11
868,42427346,12
868,42452936,13
